Calculation1,School,City,County/State/Country,App GPA,Adm GPA,Enrl GPA
UNIVERSITY SCHOOL OF NASHVILLE431725,UNIVERSITY SCHOOL OF NASHVILLE,Nashville,Tennessee,3.99,3.95,
UNIVERSITY SCHOOL361415,UNIVERSITY SCHOOL,Hunting Valley,Ohio,4.12,4.12,
UPPER ARLINGTON HIGH SCHOOL361630,UPPER ARLINGTON HIGH SCHOOL,Upper Arlington,Ohio,4.08,4.09,
UPPER DUBLIN HIGH SCHOOL391415,UPPER DUBLIN HIGH SCHOOL,Ft Washington,Pennsylvania,3.79,,
UPPER SAINT CLAIR HIGH SCHOOL393707,UPPER SAINT CLAIR HIGH SCHOOL,Upper St Clair,Pennsylvania,3.87,3.89,
URBANA HIGH SCHOOL210671,URBANA HIGH SCHOOL,Ijamsville,Maryland,4.15,4.18,
URSULINE ACADEMY441825,URSULINE ACADEMY,Dallas,Texas,3.7,3.94,
VALLEY CATHOLIC HIGH SCHOOL380080,VALLEY CATHOLIC HIGH SCHOOL,Aloha,Oregon,4.02,4.03,
VALOR CHRISTIAN HIGH SCHOOL060749,VALOR CHRISTIAN HIGH SCHOOL,Highlands Ranch,Colorado,3.82,,
VALOR CHRISTIAN SCHOOL INTRNTL380014,VALOR CHRISTIAN SCHOOL INTRNTL,Beaverton,Oregon,4.01,4.02,
VALPARAISO HIGH SCHOOL153565,VALPARAISO HIGH SCHOOL,Valparaiso,Indiana,4.15,4.22,
VANDEGRIFT HIGH SCHOOL440363,VANDEGRIFT HIGH SCHOOL,Austin,Texas,4.05,4.08,
VANGUARD COLLEGE PREP SCHOOL447321,VANGUARD COLLEGE PREP SCHOOL,Waco,Texas,3.39,,
VANGUARD HIGH SCHOOL101259,VANGUARD HIGH SCHOOL,Ocala,Florida,4.26,,
VASHON ISLAND HIGH SCHOOL480135,VASHON ISLAND HIGH SCHOOL,Vashon,Washington,4.08,,
VERITAS COLLEGIATE ACADEMY470456,VERITAS COLLEGIATE ACADEMY,Chesapeake,Virginia,3.77,3.72,
VERMONT ACADEMY460405,VERMONT ACADEMY,Saxtons River,Vermont,4.08,4.08,
VERMONT INTERNATIONAL ACADEMY460087,VERMONT INTERNATIONAL ACADEMY,Burlington,Vermont,3.39,3.55,
VERNON HILLS HIGH SCHOOL144214,VERNON HILLS HIGH SCHOOL,Vernon Hills,Illinois,4.02,4.03,
VERO BEACH SENIOR HIGH SCHOOL101795,VERO BEACH SENIOR HIGH SCHOOL,Vero Beach,Florida,4.04,,
VERRADO HIGH SCHOOL030029,VERRADO HIGH SCHOOL,Buckeye,Arizona,4.1,4.07,
VESTAVIA HILLS HIGH SCHOOL012768,VESTAVIA HILLS HIGH SCHOOL,Vestavia Hills,Alabama,4.13,4.19,
VICTOR J ANDREW HIGH SCHOOL144117,VICTOR J ANDREW HIGH SCHOOL,Orland Hills,Illinois,4.33,,
VILLAGE SCHOOL443605,VILLAGE SCHOOL,Houston,Texas,3.92,3.88,3.9
VINCENTIAN ACADEMY393940,VINCENTIAN ACADEMY,Pittsburgh,Pennsylvania,3.58,3.57,
VIRGINIA EPISCOPAL SCHOOL471305,VIRGINIA EPISCOPAL SCHOOL,Lynchburg,Virginia,4.07,4.07,
VIRGINIA990325,VIRGINIA,n/a,Virginia,3.52,,
VISTA RIDGE HIGH SCHOOL441176,VISTA RIDGE HIGH SCHOOL,Cedar Park,Texas,4.04,4,
VON STEUBEN METRO SCIENCE CTR141345,VON STEUBEN METRO SCIENCE CTR,Chicago,Illinois,3.63,,
W T WOODSON HIGH SCHOOL470788,W T WOODSON HIGH SCHOOL,Fairfax,Virginia,3.97,3.98,
WAIAKEA HIGH SCHOOL120022,WAIAKEA HIGH SCHOOL,Hilo,Hawaii,3.98,4.07,
WAIPAHU HIGH SCHOOL120245,WAIPAHU HIGH SCHOOL,Waipahu,Hawaii,3.57,,
WAKEFIELD COUNTRY DAY SCHOOL472332,WAKEFIELD COUNTRY DAY SCHOOL,Flint Hill,Virginia,3.65,,
WAKEFIELD HIGH SCHOOL470120,WAKEFIELD HIGH SCHOOL,Arlington,Virginia,3.9,4.03,
WALKER SCHOOL111986,WALKER SCHOOL,Marietta,Georgia,3.99,,
WALLA WALLA HIGH SCHOOL481503,WALLA WALLA HIGH SCHOOL,Walla Walla,Washington,4.2,,
WALNUT HILLS HIGH SCHOOL361130,WALNUT HILLS HIGH SCHOOL,Cincinnati,Ohio,4.05,4.18,
WALSH JESUIT HIGH SCHOOL361773,WALSH JESUIT HIGH SCHOOL,Cuyahoga Falls,Ohio,3.78,,
WALT WHITMAN HIGH SCHOOL210271,WALT WHITMAN HIGH SCHOOL,Bethesda,Maryland,4.03,4.14,4.16
WALTER JOHNSON HIGH SCHOOL210912,WALTER JOHNSON HIGH SCHOOL,Bethesda,Maryland,4.03,4.06,
WALTER PAYTON COLL PREP SCHOOL141382,WALTER PAYTON COLL PREP SCHOOL,Chicago,Illinois,4.03,4.12,
WANDO HIGH SCHOOL411445,WANDO HIGH SCHOOL,Mount Pleasant,South Carolina,3.84,4,
WARD MELVILLE HIGH SCHOOL331740,WARD MELVILLE HIGH SCHOOL,East Setauket,New York,4,4.16,
WARDLAW-HARTRIDGE SCHOOL311230,WARDLAW-HARTRIDGE SCHOOL,Edison,New Jersey,3.94,3.98,
WARREN TOWNSHIP HIGH SCHOOL142175,WARREN TOWNSHIP HIGH SCHOOL,Gurnee,Illinois,3.99,,
WASATCH ACADEMY450230,WASATCH ACADEMY,Mount Pleasant,Utah,3.64,3.8,
WASATCH HIGH SCHOOL450125,WASATCH HIGH SCHOOL,Heber City,Utah,4.21,4.21,
WASHBURN SENIOR HIGH SCHOOL241695,WASHBURN SENIOR HIGH SCHOOL,Minneapolis,Minnesota,4.13,4.29,
WASHINGTON INTERNATIONAL SCH090226,WASHINGTON INTERNATIONAL SCH,Washington,District of Columbia,4.16,4.17,
WASHINGTON990326,WASHINGTON,n/a,Washington,3.88,4.21,
WASHINGTON-LIBERTY HIGH SCHOOL470125,WASHINGTON-LIBERTY HIGH SCHOOL,Arlington,Virginia,4.07,4.02,
WASHTENAW INTERNATIONAL HS233823,WASHTENAW INTERNATIONAL HS,Ypsilanti,Michigan,4.17,,
WATCHUNG HILLS REGIONAL HS311231,WATCHUNG HILLS REGIONAL HS,Warren,New Jersey,3.76,3.93,
WATERFORD SCHOOL450328,WATERFORD SCHOOL,Sandy,Utah,4.08,4.16,
WAUBONSIE VALLEY HIGH SCHOOL140184,WAUBONSIE VALLEY HIGH SCHOOL,Aurora,Illinois,4.03,4.03,
WAYLAND HIGH SCHOOL222255,WAYLAND HIGH SCHOOL,Wayland,Massachusetts,3.65,3.77,
WAYNE HILLS HIGH SCHOOL311574,WAYNE HILLS HIGH SCHOOL,Wayne,New Jersey,3.94,,
WAYZATA HIGH SCHOOL242650,WAYZATA HIGH SCHOOL,Plymouth,Minnesota,4.14,4.18,4.02
WEBB SCHOOL430095,WEBB SCHOOL,Bell Buckle,Tennessee,3.91,3.94,
WELLESLEY HIGH SCHOOL222285,WELLESLEY HIGH SCHOOL,Wellesley,Massachusetts,3.8,3.84,3.9
WENATCHEE HIGH SCHOOL481535,WENATCHEE HIGH SCHOOL,Wenatchee,Washington,4.28,4.25,
WEST ANCHORAGE HIGH SCHOOL020000,WEST ANCHORAGE HIGH SCHOOL,Anchorage,Alaska,4.18,4.18,
WEST BLOOMFIELD HIGH SCHOOL232882,WEST BLOOMFIELD HIGH SCHOOL,West Bloomfield,Michigan,4.19,4.25,
WEST BOCA RATON COMMUNITY HS100194,WEST BOCA RATON COMMUNITY HS,Boca Raton,Florida,3.6,,
WEST BROOK SENIOR HIGH SCHOOL440513,WEST BROOK SENIOR HIGH SCHOOL,Beaumont,Texas,4.24,,
WEST CAREER TECHNICAL ACADEMY290244,WEST CAREER TECHNICAL ACADEMY,Las Vegas,Nevada,3.9,3.96,3.95
WEST CATHOLIC HIGH SCHOOL231763,WEST CATHOLIC HIGH SCHOOL,Grand Rapids,Michigan,3.63,,
WEST CHESTER EAST HIGH SCHOOL395164,WEST CHESTER EAST HIGH SCHOOL,West Chester,Pennsylvania,4.24,,
WEST HIGH SCHOOL162172,WEST HIGH SCHOOL,Iowa City,Iowa,4.04,4.07,
WEST HIGH SCHOOL450400,WEST HIGH SCHOOL,Salt Lake City,Utah,4.21,4.22,
WEST HIGH SCHOOL501165,WEST HIGH SCHOOL,Madison,Wisconsin,3.93,3.93,
WEST LAFAYETTE JR-SR HS153745,WEST LAFAYETTE JR-SR HS,West Lafayette,Indiana,4.09,4.15,
WEST LINN HIGH SCHOOL381250,WEST LINN HIGH SCHOOL,West Linn,Oregon,4.13,4.12,4.24
WEST MORRIS CENTRAL HS310227,WEST MORRIS CENTRAL HS,Chester,New Jersey,4.13,,
WEST MORRIS MENDHAM HS310765,WEST MORRIS MENDHAM HS,Mendham,New Jersey,4.09,4.12,
WEST ORANGE HIGH SCHOOL311613,WEST ORANGE HIGH SCHOOL,West Orange,New Jersey,4.18,4.16,
WEST POTOMAC HIGH SCHOOL470026,WEST POTOMAC HIGH SCHOOL,Alexandria,Virginia,3.82,,
WEST SEATTLE HIGH SCHOOL481165,WEST SEATTLE HIGH SCHOOL,Seattle,Washington,3.98,3.99,
WEST SPRINGFIELD HIGH SCHOOL472140,WEST SPRINGFIELD HIGH SCHOOL,Springfield,Virginia,3.85,4.08,
WEST WINDSOR-PLAINSBORO HS N311232,WEST WINDSOR-PLAINSBORO HS N,Plainsboro,New Jersey,3.88,3.92,3.94
WEST WINDSOR-PLAINSBORO SOUTH311277,WEST WINDSOR-PLAINSBORO SOUTH,West Windsor,New Jersey,4,4,4.04
WESTBOROUGH HIGH SCHOOL222300,WESTBOROUGH HIGH SCHOOL,Westborough,Massachusetts,3.91,,
WESTERN RESERVE ACADEMY362655,WESTERN RESERVE ACADEMY,Hudson,Ohio,3.87,3.85,
WESTERN SCHOOL OF TECHNOLOGY210221,WESTERN SCHOOL OF TECHNOLOGY,Baltimore,Maryland,3.73,,
WESTFIELD HIGH SCHOOL311585,WESTFIELD HIGH SCHOOL,Westfield,New Jersey,3.84,3.87,
WESTFORD ACADEMY222335,WESTFORD ACADEMY,Westford,Massachusetts,3.92,3.89,
WESTHILL HIGH SCHOOL070751,WESTHILL HIGH SCHOOL,Stamford,Connecticut,3.87,4,
WESTLAKE ACADEMY447468,WESTLAKE ACADEMY,Westlake,Texas,4.14,4.18,
WESTLAKE HIGH SCHOOL440324,WESTLAKE HIGH SCHOOL,Austin,Texas,4.06,4.11,4.12
WESTMINSTER CHRISTIAN ACADEMY263121,WESTMINSTER CHRISTIAN ACADEMY,Town And Country,Missouri,3.95,3.95,
WESTON HIGH SCHOOL070913,WESTON HIGH SCHOOL,Weston,Connecticut,3.66,3.91,
WESTON HIGH SCHOOL222355,WESTON HIGH SCHOOL,Weston,Massachusetts,4.07,4.05,
WESTSIDE HIGH SCHOOL281770,WESTSIDE HIGH SCHOOL,Omaha,Nebraska,3.78,,
WESTSIDE HIGH SCHOOL443522,WESTSIDE HIGH SCHOOL,Houston,Texas,3.88,,
WESTTOWN SCHOOL395230,WESTTOWN SCHOOL,West Chester,Pennsylvania,3.77,3.88,
WESTVIEW HIGH SCHOOL380083,WESTVIEW HIGH SCHOOL,Portland,Oregon,4.05,4.12,4
WESTWOOD HIGH SCHOOL030223,WESTWOOD HIGH SCHOOL,Mesa,Arizona,3.85,,
WESTWOOD HIGH SCHOOL222375,WESTWOOD HIGH SCHOOL,Westwood,Massachusetts,4.08,4.05,
WESTWOOD HIGH SCHOOL440326,WESTWOOD HIGH SCHOOL,Austin,Texas,4.06,4.09,4.08
WHEATLEY SCHOOL THE334293,WHEATLEY SCHOOL THE,Old Westbury,New York,4.08,4.14,
WHEATON ACADEMY144385,WHEATON ACADEMY,West Chicago,Illinois,3.81,3.96,4
WHEATON HIGH SCHOOL211085,WHEATON HIGH SCHOOL,Silver Spring,Maryland,4,,
WHEATON NORTH HIGH SCHOOL144386,WHEATON NORTH HIGH SCHOOL,Wheaton,Illinois,3.98,4.16,
WHEELER SCHOOL400170,WHEELER SCHOOL,Providence,Rhode Island,3.99,3.99,
WHIPPANY PARK HIGH SCHOOL311614,WHIPPANY PARK HIGH SCHOOL,Whippany,New Jersey,4.24,,
WHITE STATION HIGH SCHOOL431510,WHITE STATION HIGH SCHOOL,Memphis,Tennessee,4.14,4.21,
WHITEFISH BAY HIGH SCHOOL501505,WHITEFISH BAY HIGH SCHOOL,Whitefish Bay,Wisconsin,4.14,4.14,
WHITNEY M YOUNG MAGNET HS141383,WHITNEY M YOUNG MAGNET HS,Chicago,Illinois,4,4.1,4.05
WILBRAHAM AND MONSON ACADEMY222400,WILBRAHAM AND MONSON ACADEMY,Wilbraham,Massachusetts,3.88,3.91,
WILLIAM B TRAVIS HIGH SCHOOL445848,WILLIAM B TRAVIS HIGH SCHOOL,Richmond,Texas,3.66,,
WILLIAM FREMD HIGH SCHOOL143347,WILLIAM FREMD HIGH SCHOOL,Palatine,Illinois,4.05,4.13,4.21
WILLIAM H TAFT HIGH SCHOOL141385,WILLIAM H TAFT HIGH SCHOOL,Chicago,Illinois,3.98,,
WILLIAM MASON HIGH SCHOOL363275,WILLIAM MASON HIGH SCHOOL,Mason,Ohio,4.11,4.14,
WILLIAM P CLEMENTS HIGH SCHOOL446784,WILLIAM P CLEMENTS HIGH SCHOOL,Sugar Land,Texas,3.93,4.01,3.96
WILLIAMS FIELD HIGH SCHOOL030619,WILLIAMS FIELD HIGH SCHOOL,Gilbert,Arizona,3.81,3.81,
WILLIAMS SCHOOL070535,WILLIAMS SCHOOL,New London,Connecticut,3.73,3.75,
WILLIAMSVILLE EAST HIGH SCHOOL335984,WILLIAMSVILLE EAST HIGH SCHOOL,East Amherst,New York,4.05,,
WILLISTON NORTHAMPTON SCHOOL220725,WILLISTON NORTHAMPTON SCHOOL,Easthampton,Massachusetts,4.04,4.11,
WILSONVILLE HIGH SCHOOL381258,WILSONVILLE HIGH SCHOOL,Wilsonville,Oregon,4.17,4.22,
WILTON HIGH SCHOOL070938,WILTON HIGH SCHOOL,Wilton,Connecticut,3.91,4.04,
WINCHENDON SCHOOL222428,WINCHENDON SCHOOL,Winchendon,Massachusetts,3.54,,
WINCHESTER HIGH SCHOOL222440,WINCHESTER HIGH SCHOOL,Winchester,Massachusetts,3.76,3.79,
WINCHESTER THURSTON SCHOOL393970,WINCHESTER THURSTON SCHOOL,Pittsburgh,Pennsylvania,3.97,3.85,
WINDERMERE HIGH SCHOOL100180,WINDERMERE HIGH SCHOOL,Windermere,Florida,4.13,4.16,
WINDERMERE PREPARATORY SCHOOL101871,WINDERMERE PREPARATORY SCHOOL,Windermere,Florida,3.94,3.97,4.03
WINDHAM HIGH SCHOOL300634,WINDHAM HIGH SCHOOL,Windham,New Hampshire,4.1,4.08,
WINSTON CHURCHILL HIGH SCHOOL210839,WINSTON CHURCHILL HIGH SCHOOL,Potomac,Maryland,4.1,4.16,4.16
WINSTON CHURCHILL HIGH SCHOOL380323,WINSTON CHURCHILL HIGH SCHOOL,Eugene,Oregon,4.08,,
WINTER PARK HIGH SCHOOL101902,WINTER PARK HIGH SCHOOL,Winter Park,Florida,4.07,4.23,
WINTER SPRINGS HIGH SCHOOL101905,WINTER SPRINGS HIGH SCHOOL,Winter Springs,Florida,3.68,,
WINTHROP HIGH SCHOOL222445,WINTHROP HIGH SCHOOL,Winthrop,Massachusetts,4.09,,
WISCONSIN990328,WISCONSIN,n/a,Wisconsin,3.48,,
WISSAHICKON HIGH SCHOOL390065,WISSAHICKON HIGH SCHOOL,Ambler,Pennsylvania,3.83,3.97,
WOOD RIVER HIGH SCHOOL130270,WOOD RIVER HIGH SCHOOL,Hailey,Idaho,3.86,3.86,
WOODBERRY FOREST SCHOOL472455,WOODBERRY FOREST SCHOOL,Woodberry Forest,Virginia,3.64,3.73,
WOODBURY HIGH SCHOOL242343,WOODBURY HIGH SCHOOL,Woodbury,Minnesota,4.23,4.28,
WOODINVILLE HIGH SCHOOL481598,WOODINVILLE HIGH SCHOOL,Woodinville,Washington,4.12,4.17,
WOODLANDS COLLEGE PARK HS THE447642,WOODLANDS COLLEGE PARK HS THE,The Woodlands,Texas,4.17,4.14,
WOODLANDS HIGH SCHOOL THE441471,WOODLANDS HIGH SCHOOL THE,The Woodlands,Texas,3.83,3.96,
WOODROW WILSON HIGH SCHOOL380937,WOODROW WILSON HIGH SCHOOL,Portland,Oregon,4.14,4.12,
WOODROW WILSON HIGH SCHOOL441835,WOODROW WILSON HIGH SCHOOL,Dallas,Texas,4.18,,
WOODROW WILSON HIGH SCHOOL481403,WOODROW WILSON HIGH SCHOOL,Tacoma,Washington,3.99,,
WOODROW WILSON SENIOR HS090230,WOODROW WILSON SENIOR HS,Washington,District of Columbia,4.05,4.15,4.14
WOODSTOCK ACADEMY070975,WOODSTOCK ACADEMY,Woodstock,Connecticut,3.12,3.3,
WOODWARD ACADEMY110797,WOODWARD ACADEMY,College Park,Georgia,3.82,3.91,
WORCESTER ACADEMY222545,WORCESTER ACADEMY,Worcester,Massachusetts,3.94,3.93,
WORLD CLASS ACADEMY481437,WORLD CLASS ACADEMY,White Salmon,Washington,3.4,,
WYLIE E GROVES HIGH SCHOOL230333,WYLIE E GROVES HIGH SCHOOL,Beverly Hills,Michigan,4.19,4.16,
WYOMING SEMINARY COLG PREP SCH392040,WYOMING SEMINARY COLG PREP SCH,Kingston,Pennsylvania,3.95,,
XAVERIAN HIGH SCHOOL330920,XAVERIAN HIGH SCHOOL,Brooklyn,New York,4.03,,
XAVIER COLLEGE PREPARATORY SCH030295,XAVIER COLLEGE PREPARATORY SCH,Phoenix,Arizona,3.86,3.91,3.86
XAVIER HIGH SCHOOL334145,XAVIER HIGH SCHOOL,New York,New York,3.85,,
XAVIER HIGH SCHOOL500063,XAVIER HIGH SCHOOL,Appleton,Wisconsin,4.06,,
YORK COMMUNITY HIGH SCHOOL141805,YORK COMMUNITY HIGH SCHOOL,Elmhurst,Illinois,3.94,4.08,
YORKTOWN HIGH SCHOOL336085,YORKTOWN HIGH SCHOOL,Yorktown Heights,New York,4.07,,
YORKTOWN HIGH SCHOOL470130,YORKTOWN HIGH SCHOOL,Arlington,Virginia,4.03,4.02,4.14
YUMA CATHOLIC HIGH SCHOOL030573,YUMA CATHOLIC HIGH SCHOOL,Yuma,Arizona,4.01,,
ZIONSVILLE COMMUNITY HS153900,ZIONSVILLE COMMUNITY HS,Zionsville,Indiana,4.15,4.12,
